ProductID,ProductName,Category,UnitCost,RetailPrice,ReorderPoint,SafetyStock
7782,Sitagliptin 50mg,Analgesics,98.84,204.09,67,78
7783,Metronidazole 400mg,Cardiac,95.54,166.93,47,46
7784,Losartan 50mg,Analgesics,25.7,39.59,91,126
7785,Clindamycin 300mg,Antiseptics,437.15,547.16,29,35
7786,Silver Sulfadiazine,Antibiotics,12.85,34.87,48,74
7787,Vitamin B12,Antibiotics,76.42,233.26,97,45
7788,Dettol Antiseptic,Cardiac,102.19,176.68,96,65
7789,Biotin 10mg,Analgesics,228.82,355.51,12,30
7790,Clindamycin 300mg,Vitamins,119.19,278.93,74,75
7791,Tramadol 50mg,Vitamins,235.71,467.73,64,100
7792,Losartan 50mg,Analgesics,189.02,355.67,48,132
7793,Ketorolac 10mg,Antibiotics,141.84,395.9,75,52
7794,Ciprofloxacin 500mg,Vitamins,144.24,322.27,70,49
7795,Dapagliflozin 10mg,Diabetes,241.43,368.76,56,30
7796,Glimepiride 1mg,Analgesics,139.02,217.36,62,46
7797,Povidone Iodine,Cardiac,65.7,121.88,66,64
7798,Diclofenac 50mg,Analgesics,181.89,330.04,93,131
7799,Ciprofloxacin 500mg,Analgesics,26.94,44.88,77,142
7800,Pioglitazone 15mg,Analgesics,245.65,398.37,81,35
7801,Silver Sulfadiazine,Analgesics,121.62,208.83,13,58
7802,Ciprofloxacin 500mg,Analgesics,94.53,147.69,46,141
7803,Atorvastatin 10mg,Antiseptics,469.66,627.8,91,56
7804,Clindamycin 300mg,Antibiotics,9.08,23.54,51,48
7805,Vitamin C 500mg,Analgesics,109.75,204.01,94,141
7806,Glimepiride 1mg,Analgesics,11.06,19.51,23,117
7807,Amlodipine 5mg,Diabetes,240.57,346.58,31,112
7808,Metronidazole 400mg,Cardiac,200.3,333.68,98,90
7809,Losartan 50mg,Analgesics,10.65,20.37,13,132
7810,Glimepiride 1mg,Analgesics,29.75,48.24,12,32
7811,Cefixime 200mg,Analgesics,130.38,221.09,65,34
7812,Metoprolol 25mg,Analgesics,187.46,347.04,78,40
7813,Diclofenac 50mg,Analgesics,85.18,142.89,58,133
7814,Biotin 10mg,Antibiotics,93.97,224.99,58,106
7815,Celecoxib 100mg,Analgesics,187.98,307.11,99,106
7816,Ibuprofen 400mg,Vitamins,15.85,30.25,52,97
7817,Folic Acid 5mg,Analgesics,72.4,115.43,33,66
7818,Losartan 50mg,Antiseptics,248.08,327.18,64,147
7819,Amlodipine 5mg,Cardiac,94.12,207.3,100,56
7820,Metronidazole 400mg,Vitamins,32.02,66.29,52,60
7821,Doxycycline 100mg,Antibiotics,10.81,29.66,47,110
7822,Amlodipine 5mg,Antibiotics,104.86,233.17,21,82
7823,Povidone Iodine,Antibiotics,98.3,226.27,39,135
7824,Naproxen 500mg,Diabetes,253.36,355.86,28,25
7825,Ramipril 5mg,Antibiotics,93.13,237.81,66,49
7826,Vitamin B12,Cardiac,134.26,268.65,20,134
7827,Tramadol 50mg,Antiseptics,280.46,370.42,24,117
7828,Nitrofurantoin 100mg,Antibiotics,130.95,359.03,53,98
7829,Pioglitazone 15mg,Vitamins,45.63,87.33,17,119
7830,Glimepiride 1mg,Analgesics,89.52,153.25,55,60
7831,Empagliflozin 10mg,Analgesics,197.86,374.99,10,101
7832,Vitamin K2,Antibiotics,91.04,213.31,36,77
7833,Hydrogen Peroxide,Analgesics,131.85,259.55,30,27
7834,Celecoxib 100mg,Cardiac,139.43,249.94,68,128
7835,Insulin Glargine,Analgesics,227.84,383.25,13,83
7836,Dettol Antiseptic,Antibiotics,29.8,70.86,19,48
7837,Cefixime 200mg,Vitamins,77.76,160.89,83,35
7838,Losartan 50mg,Diabetes,62.46,94.42,23,25
7839,Cefixime 200mg,Antibiotics,153.41,360.16,62,28
7840,Insulin Glargine,Cardiac,5.77,11.57,41,85
7841,Clopidogrel 75mg,Vitamins,21.74,40.38,80,89
7842,Nitrofurantoin 100mg,Antibiotics,52.96,178.94,28,104
7843,Cefixime 200mg,Analgesics,86.23,148.01,10,21
7844,Multivitamin,Antibiotics,52.78,116.83,80,48
7845,Povidone Iodine,Diabetes,41.18,54.28,82,120
7846,Cefixime 200mg,Vitamins,50.43,109.36,22,141
7847,Pioglitazone 15mg,Diabetes,201.15,330.15,22,92
7848,Ibuprofen 400mg,Antibiotics,181.64,419.26,67,110
7849,Folic Acid 5mg,Analgesics,71.97,115.57,37,80
7850,Metformin 500mg,Analgesics,84.98,122.36,68,111
7851,Clindamycin 300mg,Antibiotics,109.24,256.04,14,115
7852,Paracetamol 650mg,Diabetes,208.45,343.1,58,64
7853,Vitamin K2,Diabetes,24.21,37.39,40,80
7854,Diclofenac 50mg,Antibiotics,106.63,256.83,36,63
7855,Atorvastatin 10mg,Antibiotics,20.6,47.59,91,26
7856,Metronidazole 400mg,Antibiotics,51.19,122.43,91,135
7857,Bisoprolol 5mg,Antibiotics,100.23,243.66,48,32
7858,Metronidazole 400mg,Analgesics,139.69,214.69,42,107
7859,Metformin 500mg,Analgesics,99.85,176.35,83,91
7860,Vitamin E 400mg,Analgesics,89.71,169.76,70,20
7861,Rosuvastatin 5mg,Analgesics,138.69,230.8,22,131
7862,Clopidogrel 75mg,Analgesics,67.88,126.01,97,132
7863,Empagliflozin 10mg,Analgesics,145.92,290.77,69,149
7864,Hydrogen Peroxide,Vitamins,70.9,154.27,59,28
7865,Tramadol 50mg,Antibiotics,148.76,312.59,30,68
7866,Silver Sulfadiazine,Antiseptics,507.48,624.31,17,118
7867,Rosuvastatin 5mg,Analgesics,81.37,144.77,59,76
7868,Dettol Antiseptic,Antibiotics,43.25,101.89,27,89
7869,Hydrogen Peroxide,Antibiotics,173.76,412.61,94,102
7870,Folic Acid 5mg,Analgesics,159.33,262.57,86,146
7871,Silver Sulfadiazine,Diabetes,85.47,142.82,76,31
7872,Folic Acid 5mg,Analgesics,143.38,251.93,66,33
7873,Boroline Cream,Antiseptics,24.48,30.4,80,27
7874,Vildagliptin 50mg,Cardiac,48.47,83.2,15,147
7875,Naproxen 500mg,Vitamins,253.87,494.02,23,124
7876,Aspirin 75mg,Vitamins,211.1,378.85,35,144
7877,Doxycycline 100mg,Vitamins,82.36,163.69,13,113
7878,Multivitamin,Antibiotics,45.98,124.2,35,45
7879,Rosuvastatin 5mg,Vitamins,85.7,173.69,89,87
7880,Metformin 500mg,Analgesics,45.58,84.59,51,106
7881,Metoprolol 25mg,Analgesics,156.48,253.11,31,50
7882,Ketorolac 10mg,Antibiotics,31.83,86.26,59,38
7883,Insulin Glargine,Vitamins,90.4,183.76,81,45
7884,Sitagliptin 50mg,Cardiac,142.98,295.59,29,59
7885,Diclofenac 50mg,Analgesics,40.63,72.85,34,54
7886,Celecoxib 100mg,Diabetes,207.58,306.75,47,24
7887,Atorvastatin 10mg,Analgesics,135.46,239.96,74,98
7888,Silver Sulfadiazine,Antibiotics,124.92,299.87,49,29
7889,Zinc 20mg,Antibiotics,13.58,37.47,52,44
7890,Aspirin 75mg,Antibiotics,174.51,416.13,38,24
7891,Nitrofurantoin 100mg,Analgesics,125.48,202.15,25,21
7892,Folic Acid 5mg,Vitamins,127.21,279.96,77,86
7893,Vildagliptin 50mg,Diabetes,109.92,177.1,45,73
7894,Folic Acid 5mg,Antibiotics,168.97,388.56,32,108
7895,Chlorhexidine,Antibiotics,63.79,152.74,51,24
7896,Metformin 500mg,Cardiac,117.84,208.4,10,44
7897,Amlodipine 5mg,Diabetes,170.24,262.95,48,142
7898,Biotin 10mg,Antibiotics,13.89,31.8,71,91
7899,Folic Acid 5mg,Analgesics,187.32,327.01,67,64
7900,Cefixime 200mg,Cardiac,166.89,351.0,10,141
7901,Atorvastatin 10mg,Vitamins,101.8,253.75,54,101
7902,Ciprofloxacin 500mg,Analgesics,239.86,397.93,22,24
7903,Diclofenac 50mg,Analgesics,187.04,331.03,70,140
7904,Metoprolol 25mg,Diabetes,112.79,195.52,95,51
7905,Cefixime 200mg,Analgesics,88.23,121.69,11,57
7906,Chlorhexidine,Antiseptics,472.22,577.24,21,87
7907,Metronidazole 400mg,Analgesics,232.55,370.25,90,88
7908,Vildagliptin 50mg,Diabetes,7.66,12.65,46,70
7909,Savlon Solution,Antibiotics,99.99,214.24,65,95
7910,Ketorolac 10mg,Antibiotics,175.3,424.51,39,103
7911,Biotin 10mg,Cardiac,84.49,157.93,21,130
7912,Metoprolol 25mg,Antibiotics,9.48,20.13,11,23
7913,Folic Acid 5mg,Vitamins,96.97,193.13,54,62
7914,Ketorolac 10mg,Analgesics,65.71,118.97,41,53
7915,Folic Acid 5mg,Analgesics,156.52,312.49,40,135
7916,Vitamin B12,Analgesics,108.85,185.87,49,28
7917,Ibuprofen 400mg,Diabetes,9.33,12.71,11,134
7918,Bisoprolol 5mg,Analgesics,119.62,203.24,36,136
7919,Clopidogrel 75mg,Analgesics,127.05,208.81,35,91
7920,Cefixime 200mg,Antibiotics,188.35,393.24,41,43
7921,Nitrofurantoin 100mg,Vitamins,220.39,440.07,64,23
7922,Clindamycin 300mg,Diabetes,60.84,98.54,34,82
7923,Naproxen 500mg,Analgesics,40.74,57.53,32,39
7924,Betadine Ointment,Analgesics,111.49,226.73,91,31
7925,Naproxen 500mg,Antiseptics,415.89,512.67,56,144
7926,Biotin 10mg,Analgesics,200.33,355.85,82,143
7927,Glimepiride 1mg,Cardiac,21.94,41.13,20,116
7928,Paracetamol 650mg,Cardiac,126.31,263.91,29,133
7929,Metronidazole 400mg,Diabetes,217.41,324.98,43,118
7930,Vitamin K2,Analgesics,47.32,75.24,97,60
7931,Glimepiride 1mg,Diabetes,242.4,366.09,14,79
7932,Metoprolol 25mg,Diabetes,238.22,337.35,31,140
7933,Folic Acid 5mg,Vitamins,213.47,391.02,71,23
7934,Vitamin E 400mg,Antibiotics,146.87,336.67,34,20
7935,Dapagliflozin 10mg,Analgesics,223.65,378.79,52,75
7936,Celecoxib 100mg,Analgesics,237.13,383.85,59,66
7937,Clindamycin 300mg,Vitamins,238.95,470.4,65,141
7938,Betadine Ointment,Vitamins,36.09,70.11,54,111
7939,Rosuvastatin 5mg,Antibiotics,94.93,265.46,30,26
7940,Bisoprolol 5mg,Antibiotics,147.34,379.46,66,39
7941,Losartan 50mg,Antibiotics,139.1,306.13,54,107
7942,Aspirin 75mg,Vitamins,159.83,312.6,96,123
7943,Tramadol 50mg,Cardiac,92.76,192.5,70,26
7944,Cefixime 200mg,Analgesics,60.99,109.44,46,138
7945,Vitamin E 400mg,Antibiotics,141.41,398.89,68,91
7946,Vitamin K2,Analgesics,166.19,284.99,13,83
7947,Aspirin 75mg,Vitamins,184.01,362.76,96,113
7948,Vitamin C 500mg,Diabetes,97.78,140.76,23,116
7949,Diclofenac 50mg,Cardiac,97.07,209.1,80,46
7950,Clindamycin 300mg,Analgesics,22.72,36.01,96,105
7951,Cefixime 200mg,Antiseptics,372.76,459.69,45,138
7952,Amoxicillin 500mg,Analgesics,26.39,49.95,20,68
7953,Povidone Iodine,Vitamins,187.15,402.27,86,100
7954,Paracetamol 650mg,Analgesics,68.71,127.89,54,66
7955,Sitagliptin 50mg,Cardiac,85.23,159.23,66,120
7956,Dettol Antiseptic,Vitamins,236.66,499.11,88,56
7957,Tramadol 50mg,Vitamins,193.5,382.05,36,37
7958,Aspirin 75mg,Diabetes,165.62,322.54,41,26
7959,Rosuvastatin 5mg,Analgesics,217.57,381.35,46,102
7960,Metoprolol 25mg,Analgesics,116.14,208.04,39,111
7961,Betadine Ointment,Cardiac,97.61,196.83,90,46
7962,Biotin 10mg,Antibiotics,82.98,161.64,72,94
7963,Tramadol 50mg,Analgesics,64.23,107.64,34,75
7964,Hydrogen Peroxide,Antibiotics,47.41,104.54,14,76
7965,Paracetamol 650mg,Vitamins,164.87,297.69,39,53
7966,Metronidazole 400mg,Analgesics,248.44,387.09,38,32
7967,Vitamin K2,Analgesics,119.31,218.91,18,133
7968,Losartan 50mg,Analgesics,82.32,151.8,82,145
7969,Metoprolol 25mg,Antibiotics,74.85,154.73,46,74
7970,Rosuvastatin 5mg,Cardiac,93.11,189.27,96,67
7971,Vitamin B12,Antiseptics,427.15,582.27,72,85
7972,Dettol Antiseptic,Vitamins,106.7,237.36,75,36
7973,Metformin 500mg,Analgesics,153.41,265.28,83,112
7974,Vitamin E 400mg,Cardiac,134.81,301.46,84,24
7975,Clindamycin 300mg,Vitamins,17.78,42.27,57,142
7976,Biotin 10mg,Analgesics,124.16,240.57,20,148
7977,Tramadol 50mg,Cardiac,205.83,362.3,43,139
7978,Metformin 500mg,Diabetes,30.38,45.9,44,58
7979,Ramipril 5mg,Diabetes,189.87,314.64,48,150
7980,Naproxen 500mg,Diabetes,22.08,37.0,49,135
7981,Naproxen 500mg,Analgesics,211.42,382.23,12,37
7982,Clopidogrel 75mg,Analgesics,86.96,167.0,55,135
7983,Vildagliptin 50mg,Diabetes,86.27,128.4,82,121
7984,Pioglitazone 15mg,Analgesics,9.94,15.05,18,66
7985,Vitamin B12,Antibiotics,69.59,185.73,59,144
7986,Dapagliflozin 10mg,Diabetes,10.78,16.08,80,81
7987,Clopidogrel 75mg,Diabetes,159.71,247.8,47,134
7988,Tramadol 50mg,Antibiotics,62.04,166.94,25,49
7989,Empagliflozin 10mg,Diabetes,75.92,108.85,97,73
7990,Ibuprofen 400mg,Diabetes,252.04,369.7,66,36
7991,Doxycycline 100mg,Vitamins,202.75,498.42,93,129
7992,Multivitamin,Analgesics,123.05,207.73,61,61
7993,Amoxicillin 500mg,Analgesics,47.39,81.07,85,30
7994,Biotin 10mg,Antibiotics,44.46,101.07,26,144
7995,Ciprofloxacin 500mg,Analgesics,108.69,208.68,49,38
7996,Folic Acid 5mg,Analgesics,177.2,345.85,61,30
7997,Doxycycline 100mg,Analgesics,102.12,186.79,48,120
7998,Empagliflozin 10mg,Antibiotics,170.83,384.09,14,93
7999,Empagliflozin 10mg,Cardiac,125.51,293.76,35,22
8000,Vitamin K2,Analgesics,49.33,91.16,18,149
8001,Doxycycline 100mg,Diabetes,191.84,316.79,34,45
8002,Losartan 50mg,Diabetes,234.55,370.98,77,62
8003,Tramadol 50mg,Analgesics,66.42,111.35,45,127
8004,Atorvastatin 10mg,Cardiac,144.79,306.28,79,73
8005,Amoxicillin 500mg,Vitamins,130.03,271.15,83,144
8006,Ibuprofen 400mg,Antibiotics,107.7,274.84,14,85
8007,Amoxicillin 500mg,Diabetes,131.22,189.49,54,26
8008,Aspirin 75mg,Analgesics,210.76,361.53,84,73
8009,Sitagliptin 50mg,Diabetes,154.24,233.65,45,41
8010,Aspirin 75mg,Analgesics,80.62,133.33,15,99
8011,Ibuprofen 400mg,Diabetes,100.89,158.16,88,42
8012,Vitamin B12,Antibiotics,130.63,307.84,14,95
8013,Vitamin B12,Vitamins,184.19,373.05,90,133
8014,Biotin 10mg,Analgesics,130.8,215.48,40,98
8015,Celecoxib 100mg,Vitamins,10.69,24.16,19,68
8016,Vitamin K2,Diabetes,62.16,87.71,42,73
8017,Amoxicillin 500mg,Antibiotics,56.07,143.99,52,98
8018,Paracetamol 650mg,Vitamins,228.07,470.93,10,136
8019,Dettol Antiseptic,Antibiotics,170.66,403.3,75,61
8020,Hydrogen Peroxide,Cardiac,40.66,102.44,83,145
8021,Povidone Iodine,Antibiotics,88.87,183.5,25,64
8022,Diclofenac 50mg,Cardiac,85.87,168.85,26,40
8023,Zinc 20mg,Diabetes,88.86,125.85,24,28
8024,Amlodipine 5mg,Antibiotics,161.15,345.8,69,21
8025,Metoprolol 25mg,Analgesics,17.39,32.76,74,70
8026,Sitagliptin 50mg,Antibiotics,170.5,393.1,56,146
8027,Vitamin K2,Diabetes,93.59,140.8,66,105
8028,Multivitamin,Analgesics,135.1,240.68,93,63
8029,Ibuprofen 400mg,Vitamins,252.65,525.44,51,149
8030,Metoprolol 25mg,Diabetes,84.82,124.82,86,88
8031,Silver Sulfadiazine,Antibiotics,149.91,368.81,20,118
8032,Naproxen 500mg,Vitamins,55.98,119.36,11,75
8033,Boroline Cream,Analgesics,59.26,109.08,55,128
8034,Chlorhexidine,Analgesics,79.9,133.15,39,150
8035,Savlon Solution,Diabetes,40.2,59.45,73,90
8036,Biotin 10mg,Analgesics,13.73,26.91,37,136
8037,Atorvastatin 10mg,Analgesics,136.45,249.05,28,133
8038,Naproxen 500mg,Cardiac,38.54,73.13,58,66
8039,Amlodipine 5mg,Antibiotics,119.14,378.7,79,91
8040,Vildagliptin 50mg,Antiseptics,490.09,662.69,70,91
8041,Ketorolac 10mg,Antiseptics,60.59,75.58,42,84
8042,Betadine Ointment,Analgesics,60.36,105.0,19,86
8043,Tramadol 50mg,Analgesics,129.09,193.68,15,119
8044,Metoprolol 25mg,Diabetes,121.72,185.38,76,114
8045,Clopidogrel 75mg,Antibiotics,47.66,166.57,81,63
8046,Celecoxib 100mg,Analgesics,133.89,232.96,10,94
8047,Vitamin B12,Diabetes,14.56,25.26,56,104
8048,Levofloxacin 500mg,Analgesics,177.56,336.47,26,113
8049,Folic Acid 5mg,Cardiac,97.21,185.55,67,52
8050,Multivitamin,Analgesics,67.25,103.65,44,30
8051,Multivitamin,Analgesics,110.19,198.91,41,145
8052,Amlodipine 5mg,Analgesics,150.89,254.27,94,30
8053,Amoxicillin 500mg,Antiseptics,500.38,627.71,78,59
8054,Dettol Antiseptic,Diabetes,253.45,374.49,61,61
8055,Cefixime 200mg,Diabetes,35.92,55.06,97,130
8056,Clindamycin 300mg,Antibiotics,160.07,342.56,42,25
8057,Diclofenac 50mg,Antibiotics,193.07,383.59,33,65
8058,Ibuprofen 400mg,Analgesics,7.71,13.69,96,119
8059,Tramadol 50mg,Antibiotics,184.86,406.21,43,131
8060,Metoprolol 25mg,Vitamins,95.17,175.47,71,112
8061,Vitamin K2,Vitamins,180.86,378.98,51,22
8062,Paracetamol 650mg,Analgesics,196.74,354.71,70,47
8063,Doxycycline 100mg,Antiseptics,472.27,643.84,68,107
8064,Doxycycline 100mg,Analgesics,91.07,163.53,55,81
8065,Amoxicillin 500mg,Antiseptics,199.49,259.51,93,126
8066,Vitamin B12,Analgesics,233.96,377.53,36,26
8067,Naproxen 500mg,Antibiotics,106.91,240.61,43,25
8068,Dettol Antiseptic,Antibiotics,65.58,151.54,52,98
8069,Vitamin E 400mg,Antibiotics,173.01,423.59,58,32
8070,Metoprolol 25mg,Vitamins,49.84,91.27,98,45
8071,Aspirin 75mg,Antibiotics,74.38,188.71,96,50
8072,Paracetamol 650mg,Antibiotics,156.61,346.9,65,80
8073,Rosuvastatin 5mg,Diabetes,248.86,361.08,66,44
8074,Ibuprofen 400mg,Diabetes,28.73,48.95,25,118
8075,Betadine Ointment,Diabetes,109.98,159.26,13,56
8076,Multivitamin,Analgesics,72.4,122.48,10,97
8077,Vildagliptin 50mg,Vitamins,136.26,299.38,42,107
8078,Folic Acid 5mg,Vitamins,43.99,98.07,79,98
8079,Aspirin 75mg,Antibiotics,129.36,348.89,74,57
8080,Dettol Antiseptic,Antibiotics,53.4,118.73,23,31
8081,Vildagliptin 50mg,Antibiotics,13.57,25.63,67,28
8082,Nitrofurantoin 100mg,Analgesics,110.73,187.25,54,130
8083,Savlon Solution,Analgesics,141.41,232.17,77,28
8084,Aspirin 75mg,Analgesics,85.91,156.71,87,107
8085,Dapagliflozin 10mg,Diabetes,39.64,60.54,62,137
8086,Zinc 20mg,Vitamins,184.54,348.04,19,65
8087,Vitamin B12,Antiseptics,472.9,601.02,99,84
8088,Dapagliflozin 10mg,Diabetes,140.99,203.58,14,40
8089,Vitamin C 500mg,Analgesics,24.62,38.44,17,73
8090,Ciprofloxacin 500mg,Cardiac,55.75,119.02,63,99
8091,Rosuvastatin 5mg,Cardiac,66.6,121.72,70,139
8092,Losartan 50mg,Antibiotics,124.0,302.21,50,127
8093,Ibuprofen 400mg,Vitamins,184.38,343.22,72,118
8094,Metronidazole 400mg,Antiseptics,104.69,134.56,64,139
8095,Silver Sulfadiazine,Vitamins,39.49,78.35,97,69
8096,Insulin Glargine,Cardiac,106.3,172.3,93,73
8097,Insulin Glargine,Analgesics,198.7,346.57,32,35
8098,Multivitamin,Analgesics,176.81,299.69,94,87
8099,Biotin 10mg,Antibiotics,85.62,232.2,80,116
8100,Clindamycin 300mg,Vitamins,178.07,355.02,50,121
8101,Clindamycin 300mg,Diabetes,89.38,134.01,23,69
8102,Ibuprofen 400mg,Antiseptics,223.22,280.6,90,56
8103,Pioglitazone 15mg,Antibiotics,146.06,349.41,23,108
8104,Vildagliptin 50mg,Analgesics,13.92,25.8,88,139
8105,Cefixime 200mg,Diabetes,51.11,67.62,90,92
8106,Aspirin 75mg,Vitamins,24.14,46.49,39,92
8107,Naproxen 500mg,Analgesics,9.02,16.25,100,110
8108,Multivitamin,Antibiotics,43.68,83.6,53,23
8109,Atorvastatin 10mg,Diabetes,107.81,143.76,45,39
8110,Glimepiride 1mg,Diabetes,102.1,157.89,28,48
8111,Atorvastatin 10mg,Antibiotics,79.5,216.63,97,31
8112,Insulin Glargine,Antibiotics,57.97,111.49,28,34
8113,Amlodipine 5mg,Antiseptics,316.13,411.91,86,99
8114,Metoprolol 25mg,Vitamins,239.86,421.02,52,53
8115,Bisoprolol 5mg,Antibiotics,122.3,279.9,44,32
8116,Sitagliptin 50mg,Antibiotics,41.1,94.37,25,69
8117,Cefixime 200mg,Diabetes,117.49,195.84,89,26
8118,Metronidazole 400mg,Analgesics,87.16,161.67,11,81
8119,Doxycycline 100mg,Analgesics,98.75,187.16,96,24
8120,Clopidogrel 75mg,Vitamins,96.06,312.16,75,138
8121,Losartan 50mg,Antibiotics,89.07,184.56,31,141
8122,Vitamin B12,Vitamins,43.86,84.07,69,135
8123,Cefixime 200mg,Analgesics,97.65,157.24,70,52
8124,Clopidogrel 75mg,Vitamins,166.15,363.31,30,34
8125,Tramadol 50mg,Antibiotics,49.77,115.2,35,108
8126,Dettol Antiseptic,Analgesics,75.85,127.96,64,64
8127,Cefixime 200mg,Analgesics,27.12,44.24,22,149
8128,Nitrofurantoin 100mg,Cardiac,39.72,71.77,88,44
8129,Metronidazole 400mg,Cardiac,169.32,315.7,77,109
8130,Vitamin E 400mg,Analgesics,201.27,339.0,81,105
8131,Doxycycline 100mg,Diabetes,119.34,175.74,97,142
8132,Zinc 20mg,Vitamins,83.41,172.56,31,60
8133,Ciprofloxacin 500mg,Antiseptics,337.68,447.42,42,45
8134,Vitamin E 400mg,Antibiotics,150.61,385.36,82,86
8135,Multivitamin,Diabetes,48.05,77.16,23,40
8136,Bisoprolol 5mg,Analgesics,184.43,363.07,30,115
8137,Insulin Glargine,Antibiotics,147.87,387.91,80,89
8138,Ketorolac 10mg,Antiseptics,392.68,507.6,79,108
8139,Silver Sulfadiazine,Vitamins,194.33,489.4,86,65
8140,Biotin 10mg,Antibiotics,52.29,143.77,97,33
8141,Zinc 20mg,Analgesics,125.69,213.29,99,35
8142,Doxycycline 100mg,Diabetes,165.67,260.74,19,148
8143,Losartan 50mg,Vitamins,13.41,28.98,30,113
8144,Ibuprofen 400mg,Antibiotics,86.76,208.24,24,112
8145,Vitamin E 400mg,Antiseptics,267.83,358.96,95,25
8146,Dettol Antiseptic,Analgesics,153.01,281.36,38,84
8147,Betadine Ointment,Antibiotics,60.29,151.71,81,23
8148,Povidone Iodine,Cardiac,105.41,228.77,48,37
8149,Dettol Antiseptic,Antibiotics,152.41,395.91,49,113
8150,Rosuvastatin 5mg,Analgesics,55.32,87.12,95,127
8151,Doxycycline 100mg,Vitamins,166.17,310.24,54,145
8152,Amoxicillin 500mg,Diabetes,25.83,38.19,56,52
8153,Ibuprofen 400mg,Analgesics,187.16,356.24,74,44
8154,Dettol Antiseptic,Antiseptics,443.61,547.8,82,20
8155,Ketorolac 10mg,Diabetes,16.23,28.06,83,130
8156,Bisoprolol 5mg,Analgesics,91.67,140.81,89,122
8157,Tramadol 50mg,Diabetes,129.43,211.04,68,74
8158,Vitamin K2,Antibiotics,130.38,300.01,64,63
8159,Ciprofloxacin 500mg,Antibiotics,35.15,108.9,80,71
8160,Clopidogrel 75mg,Diabetes,149.42,235.59,47,30
8161,Multivitamin,Antiseptics,442.93,578.49,43,115
8162,Losartan 50mg,Analgesics,38.03,75.71,22,102
8163,Ibuprofen 400mg,Antibiotics,109.7,226.03,91,147
8164,Dettol Antiseptic,Antibiotics,102.12,253.81,97,54
8165,Levofloxacin 500mg,Antibiotics,141.23,388.5,67,103
8166,Dettol Antiseptic,Antibiotics,77.58,159.83,75,59
8167,Amlodipine 5mg,Analgesics,134.97,230.16,77,64
8168,Bisoprolol 5mg,Diabetes,249.04,364.66,46,72
8169,Vildagliptin 50mg,Antibiotics,125.53,244.74,37,29
8170,Clindamycin 300mg,Analgesics,100.81,209.0,21,45
8171,Rosuvastatin 5mg,Diabetes,207.3,293.37,61,33
8172,Clindamycin 300mg,Diabetes,166.67,265.87,64,107
8173,Dapagliflozin 10mg,Antibiotics,52.88,148.36,10,52
8174,Savlon Solution,Antibiotics,58.6,125.11,72,57
8175,Losartan 50mg,Vitamins,149.38,287.64,81,52
8176,Bisoprolol 5mg,Antibiotics,21.16,50.91,46,45
8177,Metronidazole 400mg,Analgesics,114.93,205.15,61,26
8178,Silver Sulfadiazine,Diabetes,73.89,119.57,84,101
8179,Cefixime 200mg,Analgesics,104.16,170.8,91,45
8180,Amoxicillin 500mg,Analgesics,167.35,299.23,19,33
8181,Silver Sulfadiazine,Analgesics,217.98,357.91,61,116
8182,Metoprolol 25mg,Analgesics,106.4,193.63,36,107
8183,Celecoxib 100mg,Analgesics,34.81,60.96,67,136
8184,Vitamin K2,Antiseptics,288.77,395.07,43,76
8185,Multivitamin,Antibiotics,5.74,16.07,61,32
8186,Povidone Iodine,Analgesics,214.63,327.56,83,144
8187,Bisoprolol 5mg,Analgesics,222.28,390.76,43,32
8188,Silver Sulfadiazine,Cardiac,40.93,70.84,55,75
8189,Atorvastatin 10mg,Vitamins,63.22,153.95,74,63
8190,Amoxicillin 500mg,Antibiotics,146.07,384.31,48,131
8191,Folic Acid 5mg,Cardiac,54.49,91.67,59,108
8192,Ibuprofen 400mg,Antibiotics,112.39,223.09,92,103
8193,Losartan 50mg,Antibiotics,47.79,117.93,22,139
8194,Vitamin E 400mg,Analgesics,222.25,397.11,84,146
8195,Doxycycline 100mg,Antibiotics,34.36,94.41,63,88
8196,Clopidogrel 75mg,Antibiotics,86.36,227.49,32,99
8197,Clopidogrel 75mg,Vitamins,120.13,260.51,34,86
8198,Ramipril 5mg,Antibiotics,165.75,388.87,47,143
8199,Doxycycline 100mg,Vitamins,268.29,489.64,44,117
8200,Ketorolac 10mg,Analgesics,164.23,232.21,59,149
8201,Empagliflozin 10mg,Analgesics,57.94,110.36,10,128
8202,Vitamin C 500mg,Antibiotics,187.06,421.17,11,44
8203,Silver Sulfadiazine,Cardiac,135.73,265.34,86,24
8204,Paracetamol 650mg,Antibiotics,114.23,289.61,81,84
8205,Tramadol 50mg,Vitamins,105.15,189.2,57,113
8206,Rosuvastatin 5mg,Analgesics,53.1,96.4,40,71
8207,Chlorhexidine,Analgesics,171.58,356.44,42,150
8208,Pioglitazone 15mg,Analgesics,121.52,189.29,96,50
8209,Bisoprolol 5mg,Antibiotics,55.38,145.14,31,108
8210,Atorvastatin 10mg,Analgesics,106.86,192.23,90,65
8211,Doxycycline 100mg,Analgesics,261.5,367.03,42,105
8212,Insulin Glargine,Diabetes,219.54,364.82,49,25
8213,Losartan 50mg,Analgesics,182.61,310.35,14,150
8214,Vitamin C 500mg,Vitamins,194.42,383.62,61,42
8215,Ketorolac 10mg,Antibiotics,123.2,240.81,76,56
8216,Aspirin 75mg,Vitamins,201.77,537.98,86,129
8217,Silver Sulfadiazine,Vitamins,75.46,151.73,14,30
