StockID,Store_ID,ProductID,BatchNumber,ExpiryDate,QuantityOnHand,SupplierID,DaysToExpiry,ExpiryStatus
8230,HYD002,128,BATCH_8230,12/11/2026,74,144,220,Valid
8231,HYD004,118,BATCH_8231,07/28/2027,14,121,449,Valid
8232,HYD005,144,BATCH_8232,06/05/2026,161,38,31,Valid
8233,HYD003,63,BATCH_8233,05/22/2026,85,25,17,Expiring Soon
8234,HYD002,23,BATCH_8234,11/17/2027,140,42,561,Valid
8235,HYD002,104,BATCH_8235,07/16/2027,146,150,437,Valid
8236,HYD001,158,BATCH_8236,05/10/2026,170,104,5,Expiring Soon
8237,HYD004,187,BATCH_8237,01/29/2027,37,139,269,Valid
8238,HYD004,93,BATCH_8238,05/01/2026,140,56,-4,Expired
8239,HYD005,166,BATCH_8239,06/16/2026,117,17,42,Valid
8240,HYD004,79,BATCH_8240,07/19/2027,194,172,440,Valid
8241,HYD005,35,BATCH_8241,12/04/2027,196,184,578,Valid
8242,HYD001,4,BATCH_8242,01/28/2028,174,191,633,Valid
8243,HYD004,3,BATCH_8243,04/30/2027,114,12,360,Valid
8244,HYD002,125,BATCH_8244,09/02/2026,198,16,120,Valid
8245,HYD005,162,BATCH_8245,03/31/2026,192,188,-35,Expired
8246,HYD004,183,BATCH_8246,06/01/2027,192,149,392,Valid
8247,HYD002,43,BATCH_8247,09/10/2027,127,193,493,Valid
8248,HYD001,147,BATCH_8248,09/16/2027,60,70,499,Valid
8249,HYD005,70,BATCH_8249,10/10/2026,172,178,158,Valid
8250,HYD004,126,BATCH_8250,09/30/2026,138,113,148,Valid
8251,HYD004,176,BATCH_8251,02/24/2027,157,105,295,Valid
8252,HYD003,16,BATCH_8252,02/23/2028,73,173,659,Valid
8253,HYD003,88,BATCH_8253,05/23/2026,81,114,18,Expiring Soon
8254,HYD002,110,BATCH_8254,06/02/2026,101,93,28,Expiring Soon
8255,HYD003,23,BATCH_8255,01/25/2027,41,129,265,Valid
8256,HYD001,115,BATCH_8256,02/12/2027,127,123,283,Valid
8257,HYD005,90,BATCH_8257,04/28/2028,10,50,724,Valid
8258,HYD003,86,BATCH_8258,09/26/2026,193,39,144,Valid
8259,HYD001,48,BATCH_8259,05/15/2027,45,102,375,Valid
8260,HYD005,58,BATCH_8260,07/21/2026,55,33,77,Valid
8261,HYD004,170,BATCH_8261,05/28/2027,88,44,388,Valid
8262,HYD003,114,BATCH_8262,03/26/2028,61,3,691,Valid
8263,HYD005,184,BATCH_8263,06/29/2026,118,193,55,Valid
8264,HYD003,199,BATCH_8264,11/28/2027,187,98,572,Valid
8265,HYD002,86,BATCH_8265,12/18/2026,110,132,227,Valid
8266,HYD003,38,BATCH_8266,12/09/2027,69,120,583,Valid
8267,HYD004,191,BATCH_8267,06/15/2026,94,32,41,Valid
8268,HYD002,88,BATCH_8268,11/12/2027,123,195,556,Valid
8269,HYD005,152,BATCH_8269,05/22/2026,15,185,17,Expiring Soon
8270,HYD003,54,BATCH_8270,02/09/2026,185,197,-85,Expired
8271,HYD004,154,BATCH_8271,04/01/2026,49,35,-34,Expired
8272,HYD004,112,BATCH_8272,11/13/2026,55,67,192,Valid
8273,HYD002,39,BATCH_8273,01/31/2027,90,179,271,Valid
8274,HYD004,41,BATCH_8274,05/01/2028,59,120,727,Valid
8275,HYD002,57,BATCH_8275,03/10/2026,172,46,-56,Expired
8276,HYD002,87,BATCH_8276,03/12/2026,26,10,-54,Expired
8277,HYD002,59,BATCH_8277,09/29/2027,196,188,512,Valid
8278,HYD001,2,BATCH_8278,02/22/2027,36,168,293,Valid
8279,HYD002,65,BATCH_8279,02/23/2028,52,191,659,Valid
8280,HYD004,3,BATCH_8280,09/03/2027,50,49,486,Valid
8281,HYD002,195,BATCH_8281,12/05/2027,174,32,579,Valid
8282,HYD005,132,BATCH_8282,04/17/2026,136,72,-18,Expired
8283,HYD003,103,BATCH_8283,05/21/2026,32,93,16,Expiring Soon
8284,HYD004,141,BATCH_8284,01/20/2028,68,119,625,Valid
8285,HYD002,113,BATCH_8285,04/05/2027,151,135,335,Valid
8286,HYD003,193,BATCH_8286,04/18/2026,122,108,-17,Expired
8287,HYD005,169,BATCH_8287,01/08/2027,138,5,248,Valid
8288,HYD004,76,BATCH_8288,04/29/2027,180,92,359,Valid
8289,HYD003,78,BATCH_8289,11/18/2026,24,95,197,Valid
8290,HYD004,171,BATCH_8290,08/09/2026,118,159,96,Valid
8291,HYD002,112,BATCH_8291,09/08/2027,7,83,491,Valid
8292,HYD002,183,BATCH_8292,05/19/2026,161,116,14,Expiring Soon
8293,HYD002,166,BATCH_8293,09/04/2026,133,136,122,Valid
8294,HYD003,158,BATCH_8294,01/07/2028,67,186,612,Valid
8295,HYD002,135,BATCH_8295,04/15/2028,162,147,711,Valid
8296,HYD001,57,BATCH_8296,12/17/2027,157,156,591,Valid
8297,HYD004,174,BATCH_8297,07/10/2027,55,174,431,Valid
8298,HYD002,21,BATCH_8298,10/01/2026,5,61,149,Valid
8299,HYD002,25,BATCH_8299,02/27/2026,95,194,-67,Expired
8300,HYD005,173,BATCH_8300,04/03/2028,88,93,699,Valid
8301,HYD001,175,BATCH_8301,11/01/2027,32,85,545,Valid
8302,HYD001,102,BATCH_8302,10/19/2027,111,189,532,Valid
8303,HYD005,104,BATCH_8303,04/01/2028,103,166,697,Valid
8304,HYD004,58,BATCH_8304,03/11/2026,126,107,-55,Expired
8305,HYD004,24,BATCH_8305,08/01/2026,145,148,88,Valid
8306,HYD005,110,BATCH_8306,11/29/2026,36,144,208,Valid
8307,HYD005,92,BATCH_8307,06/12/2026,187,1,38,Valid
8308,HYD002,136,BATCH_8308,09/01/2026,47,80,119,Valid
8309,HYD002,121,BATCH_8309,03/11/2026,43,40,-55,Expired
8310,HYD001,84,BATCH_8310,09/12/2027,144,195,495,Valid
8311,HYD004,62,BATCH_8311,08/31/2027,75,53,483,Valid
8312,HYD005,174,BATCH_8312,01/25/2027,58,153,265,Valid
8313,HYD005,66,BATCH_8313,10/31/2027,152,74,544,Valid
8314,HYD001,52,BATCH_8314,01/08/2028,82,191,613,Valid
8315,HYD003,107,BATCH_8315,09/09/2026,111,200,127,Valid
8316,HYD003,51,BATCH_8316,06/21/2027,120,15,412,Valid
8317,HYD005,126,BATCH_8317,11/28/2026,8,14,207,Valid
8318,HYD002,190,BATCH_8318,05/07/2026,4,170,2,Expiring Soon
8319,HYD002,189,BATCH_8319,11/28/2026,52,98,207,Valid
8320,HYD004,57,BATCH_8320,05/19/2027,89,189,379,Valid
8321,HYD004,169,BATCH_8321,06/01/2026,52,185,27,Expiring Soon
8322,HYD002,44,BATCH_8322,10/24/2027,72,130,537,Valid
8323,HYD004,69,BATCH_8323,03/05/2028,153,17,670,Valid
8324,HYD004,171,BATCH_8324,06/02/2026,1,25,28,Expiring Soon
8325,HYD005,32,BATCH_8325,12/31/2026,154,3,240,Valid
8326,HYD003,141,BATCH_8326,08/26/2027,110,102,478,Valid
8327,HYD001,192,BATCH_8327,05/13/2027,53,191,373,Valid
8328,HYD002,106,BATCH_8328,05/10/2027,77,194,370,Valid
8329,HYD004,199,BATCH_8329,02/12/2026,170,121,-82,Expired
8330,HYD005,92,BATCH_8330,07/06/2027,161,72,427,Valid
8331,HYD001,124,BATCH_8331,01/13/2027,14,158,253,Valid
8332,HYD001,154,BATCH_8332,12/30/2027,126,25,604,Valid
8333,HYD004,75,BATCH_8333,06/21/2027,163,144,412,Valid
8334,HYD001,4,BATCH_8334,09/11/2027,89,193,494,Valid
8335,HYD004,64,BATCH_8335,07/05/2027,107,112,426,Valid
8336,HYD005,77,BATCH_8336,03/18/2026,126,55,-48,Expired
8337,HYD002,139,BATCH_8337,07/17/2027,196,141,438,Valid
8338,HYD001,191,BATCH_8338,07/05/2026,33,129,61,Valid
8339,HYD005,8,BATCH_8339,01/09/2027,99,112,249,Valid
8340,HYD003,23,BATCH_8340,11/03/2026,113,139,182,Valid
8341,HYD003,190,BATCH_8341,03/26/2027,113,24,325,Valid
8342,HYD005,136,BATCH_8342,06/28/2026,60,114,54,Valid
8343,HYD003,63,BATCH_8343,10/05/2026,90,12,153,Valid
8344,HYD005,104,BATCH_8344,04/02/2027,81,159,332,Valid
8345,HYD002,129,BATCH_8345,11/25/2027,101,41,569,Valid
8346,HYD003,15,BATCH_8346,12/08/2027,61,12,582,Valid
8347,HYD005,147,BATCH_8347,07/24/2026,71,101,80,Valid
8348,HYD005,164,BATCH_8348,05/13/2026,67,57,8,Expiring Soon
8349,HYD003,199,BATCH_8349,10/11/2027,91,65,524,Valid
8350,HYD005,104,BATCH_8350,02/21/2026,45,29,-73,Expired
8351,HYD002,27,BATCH_8351,10/16/2027,99,9,529,Valid
8352,HYD002,130,BATCH_8352,05/02/2026,16,2,-3,Expired
8353,HYD005,140,BATCH_8353,03/13/2028,53,85,678,Valid
8354,HYD003,108,BATCH_8354,03/22/2027,97,110,321,Valid
8355,HYD001,77,BATCH_8355,06/13/2026,54,123,39,Valid
8356,HYD004,67,BATCH_8356,06/30/2026,70,118,56,Valid
8357,HYD004,189,BATCH_8357,10/14/2026,168,190,162,Valid
8358,HYD001,110,BATCH_8358,12/05/2026,47,46,214,Valid
8359,HYD001,87,BATCH_8359,11/07/2026,193,61,186,Valid
8360,HYD005,175,BATCH_8360,02/17/2027,178,81,288,Valid
8361,HYD003,142,BATCH_8361,04/04/2026,181,129,-31,Expired
8362,HYD001,164,BATCH_8362,04/06/2027,10,78,336,Valid
8363,HYD001,81,BATCH_8363,04/16/2028,154,57,712,Valid
8364,HYD002,56,BATCH_8364,08/11/2026,33,140,98,Valid
8365,HYD004,183,BATCH_8365,01/17/2027,0,26,257,Valid
8366,HYD002,132,BATCH_8366,04/19/2027,80,192,349,Valid
8367,HYD001,197,BATCH_8367,06/15/2027,42,151,406,Valid
8368,HYD003,124,BATCH_8368,04/17/2026,132,3,-18,Expired
8369,HYD001,8,BATCH_8369,09/01/2026,47,76,119,Valid
8370,HYD003,120,BATCH_8370,03/28/2027,138,24,327,Valid
8371,HYD003,144,BATCH_8371,05/29/2027,98,192,389,Valid
8372,HYD001,154,BATCH_8372,04/27/2026,155,146,-8,Expired
8373,HYD005,30,BATCH_8373,08/31/2026,102,161,118,Valid
8374,HYD003,10,BATCH_8374,05/18/2026,86,31,13,Expiring Soon
8375,HYD005,25,BATCH_8375,06/05/2026,147,106,31,Valid
8376,HYD005,113,BATCH_8376,11/24/2026,128,111,203,Valid
8377,HYD004,20,BATCH_8377,03/17/2026,1,138,-49,Expired
8378,HYD001,165,BATCH_8378,08/17/2026,156,38,104,Valid
8379,HYD005,53,BATCH_8379,12/13/2026,192,143,222,Valid
8380,HYD003,5,BATCH_8380,05/09/2026,179,26,4,Expiring Soon
8381,HYD005,109,BATCH_8381,10/18/2027,39,152,531,Valid
8382,HYD002,54,BATCH_8382,04/01/2026,19,196,-34,Expired
8383,HYD002,72,BATCH_8383,02/08/2028,41,35,644,Valid
8384,HYD001,145,BATCH_8384,08/24/2027,10,171,476,Valid
8385,HYD001,55,BATCH_8385,04/05/2027,173,19,335,Valid
8386,HYD004,127,BATCH_8386,04/28/2027,133,143,358,Valid
8387,HYD003,99,BATCH_8387,01/28/2028,183,115,633,Valid
8388,HYD003,139,BATCH_8388,05/08/2026,99,103,3,Expiring Soon
8389,HYD001,18,BATCH_8389,04/13/2026,106,190,-22,Expired
8390,HYD002,185,BATCH_8390,06/21/2027,166,59,412,Valid
8391,HYD001,100,BATCH_8391,02/10/2028,18,110,646,Valid
8392,HYD003,126,BATCH_8392,01/22/2028,43,29,627,Valid
8393,HYD001,142,BATCH_8393,02/20/2026,12,165,-74,Expired
8394,HYD001,139,BATCH_8394,07/17/2026,31,171,73,Valid
8395,HYD002,172,BATCH_8395,04/24/2027,173,158,354,Valid
8396,HYD005,57,BATCH_8396,08/11/2027,15,47,463,Valid
8397,HYD003,92,BATCH_8397,11/19/2026,196,127,198,Valid
8398,HYD005,185,BATCH_8398,01/09/2027,15,110,249,Valid
8399,HYD002,57,BATCH_8399,10/22/2026,72,170,170,Valid
8400,HYD003,154,BATCH_8400,11/21/2027,142,169,565,Valid
8401,HYD005,180,BATCH_8401,06/04/2026,5,150,30,Expiring Soon
8402,HYD004,163,BATCH_8402,03/13/2026,146,196,-53,Expired
8403,HYD004,141,BATCH_8403,02/06/2027,73,92,277,Valid
8404,HYD001,89,BATCH_8404,06/27/2026,22,17,53,Valid
8405,HYD002,194,BATCH_8405,04/30/2027,55,109,360,Valid
8406,HYD001,133,BATCH_8406,05/15/2027,103,71,375,Valid
8407,HYD001,177,BATCH_8407,03/20/2027,64,66,319,Valid
8408,HYD004,11,BATCH_8408,10/26/2026,177,157,174,Valid
8409,HYD004,27,BATCH_8409,12/25/2027,9,199,599,Valid
8410,HYD005,61,BATCH_8410,11/25/2027,108,145,569,Valid
8411,HYD003,68,BATCH_8411,05/01/2026,144,91,-4,Expired
8412,HYD001,104,BATCH_8412,10/03/2027,151,175,516,Valid
8413,HYD003,129,BATCH_8413,10/14/2027,105,34,527,Valid
8414,HYD004,68,BATCH_8414,11/05/2027,101,111,549,Valid
8415,HYD005,143,BATCH_8415,01/01/2028,175,159,606,Valid
8416,HYD005,90,BATCH_8416,04/27/2028,124,67,723,Valid
8417,HYD002,156,BATCH_8417,05/06/2026,20,79,1,Expiring Soon
8418,HYD002,171,BATCH_8418,09/10/2027,74,159,493,Valid
8419,HYD003,117,BATCH_8419,03/28/2028,110,46,693,Valid
8420,HYD003,49,BATCH_8420,03/13/2026,73,117,-53,Expired
8421,HYD004,193,BATCH_8421,08/07/2027,154,22,459,Valid
8422,HYD005,89,BATCH_8422,04/14/2027,11,25,344,Valid
8423,HYD004,74,BATCH_8423,01/15/2027,35,135,255,Valid
8424,HYD004,32,BATCH_8424,02/06/2026,75,173,-88,Expired
8425,HYD004,133,BATCH_8425,05/08/2027,149,4,368,Valid
8426,HYD002,176,BATCH_8426,11/23/2026,33,156,202,Valid
8427,HYD004,100,BATCH_8427,03/23/2028,30,195,688,Valid
8428,HYD004,100,BATCH_8428,11/05/2027,196,185,549,Valid
8429,HYD005,103,BATCH_8429,10/09/2027,2,197,522,Valid
8430,HYD002,79,BATCH_8430,05/16/2026,32,70,11,Expiring Soon
8431,HYD004,141,BATCH_8431,01/06/2028,123,167,611,Valid
8432,HYD001,32,BATCH_8432,08/27/2027,94,97,479,Valid
8433,HYD002,128,BATCH_8433,03/29/2028,175,76,694,Valid
8434,HYD001,41,BATCH_8434,08/17/2026,93,128,104,Valid
8435,HYD002,53,BATCH_8435,07/10/2026,183,38,66,Valid
8436,HYD003,38,BATCH_8436,06/24/2027,45,52,415,Valid
8437,HYD003,39,BATCH_8437,12/23/2026,190,100,232,Valid
8438,HYD001,1,BATCH_8438,09/15/2026,82,191,133,Valid
8439,HYD005,159,BATCH_8439,02/13/2026,153,100,-81,Expired
8440,HYD001,116,BATCH_8440,03/31/2028,27,93,696,Valid
8441,HYD001,87,BATCH_8441,12/07/2027,2,161,581,Valid
8442,HYD003,188,BATCH_8442,04/24/2026,84,51,-11,Expired
8443,HYD001,49,BATCH_8443,04/29/2026,131,70,-6,Expired
8444,HYD003,106,BATCH_8444,11/28/2027,84,157,572,Valid
8445,HYD005,59,BATCH_8445,05/09/2026,169,39,4,Expiring Soon
8446,HYD002,39,BATCH_8446,01/15/2027,185,184,255,Valid
8447,HYD001,2,BATCH_8447,08/03/2026,37,149,90,Valid
8448,HYD003,67,BATCH_8448,02/14/2028,185,28,650,Valid
8449,HYD003,179,BATCH_8449,02/18/2028,71,8,654,Valid
8450,HYD005,125,BATCH_8450,01/27/2027,56,68,267,Valid
8451,HYD002,175,BATCH_8451,01/27/2027,123,152,267,Valid
8452,HYD005,39,BATCH_8452,08/21/2027,11,194,473,Valid
8453,HYD002,25,BATCH_8453,03/20/2027,109,136,319,Valid
8454,HYD002,59,BATCH_8454,12/02/2026,55,126,211,Valid
8455,HYD005,145,BATCH_8455,01/19/2027,20,129,259,Valid
8456,HYD001,168,BATCH_8456,02/27/2028,10,175,663,Valid
8457,HYD005,99,BATCH_8457,08/24/2026,79,42,111,Valid
8458,HYD004,89,BATCH_8458,09/05/2026,132,198,123,Valid
8459,HYD005,194,BATCH_8459,10/24/2027,55,174,537,Valid
8460,HYD003,93,BATCH_8460,11/19/2027,121,116,563,Valid
8461,HYD003,199,BATCH_8461,06/29/2027,32,107,420,Valid
8462,HYD002,197,BATCH_8462,03/02/2027,128,134,301,Valid
8463,HYD005,37,BATCH_8463,11/19/2027,191,194,563,Valid
8464,HYD004,161,BATCH_8464,07/26/2026,80,80,82,Valid
8465,HYD003,192,BATCH_8465,03/26/2026,32,164,-40,Expired
8466,HYD003,52,BATCH_8466,10/03/2027,29,18,516,Valid
8467,HYD004,135,BATCH_8467,09/16/2026,141,7,134,Valid
8468,HYD003,12,BATCH_8468,05/24/2027,64,87,384,Valid
8469,HYD003,59,BATCH_8469,04/02/2027,47,131,332,Valid
8470,HYD004,41,BATCH_8470,03/14/2028,67,113,679,Valid
8471,HYD004,122,BATCH_8471,05/24/2027,97,97,384,Valid
8472,HYD001,137,BATCH_8472,04/18/2028,138,140,714,Valid
8473,HYD004,77,BATCH_8473,04/25/2027,180,179,355,Valid
8474,HYD005,115,BATCH_8474,09/05/2027,185,171,488,Valid
8475,HYD002,15,BATCH_8475,02/25/2027,80,54,296,Valid
8476,HYD001,176,BATCH_8476,12/09/2026,183,100,218,Valid
8477,HYD005,93,BATCH_8477,11/29/2026,26,96,208,Valid
8478,HYD002,102,BATCH_8478,02/16/2027,24,169,287,Valid
8479,HYD001,124,BATCH_8479,10/08/2027,182,22,521,Valid
8480,HYD003,68,BATCH_8480,09/15/2026,0,163,133,Valid
8481,HYD001,4,BATCH_8481,02/08/2028,20,72,644,Valid
8482,HYD003,92,BATCH_8482,08/15/2026,151,153,102,Valid
8483,HYD004,79,BATCH_8483,06/13/2027,181,119,404,Valid
8484,HYD003,70,BATCH_8484,08/26/2027,54,18,478,Valid
8485,HYD005,157,BATCH_8485,05/20/2026,24,32,15,Expiring Soon
8486,HYD003,59,BATCH_8486,02/28/2028,62,71,664,Valid
8487,HYD005,116,BATCH_8487,04/13/2027,159,111,343,Valid
8488,HYD005,120,BATCH_8488,08/30/2026,23,7,117,Valid
8489,HYD001,192,BATCH_8489,01/07/2028,162,78,612,Valid
8490,HYD002,76,BATCH_8490,10/07/2027,153,154,520,Valid
8491,HYD004,94,BATCH_8491,06/07/2027,141,184,398,Valid
8492,HYD004,161,BATCH_8492,05/29/2026,187,136,24,Expiring Soon
8493,HYD005,130,BATCH_8493,11/12/2026,121,132,191,Valid
8494,HYD004,14,BATCH_8494,01/29/2028,29,94,634,Valid
8495,HYD005,152,BATCH_8495,01/27/2028,127,156,632,Valid
8496,HYD003,56,BATCH_8496,03/21/2028,111,57,686,Valid
8497,HYD005,33,BATCH_8497,02/03/2028,73,150,639,Valid
8498,HYD001,54,BATCH_8498,05/06/2027,30,42,366,Valid
8499,HYD002,48,BATCH_8499,11/14/2027,154,83,558,Valid
8500,HYD003,143,BATCH_8500,10/10/2026,112,4,158,Valid
8501,HYD003,116,BATCH_8501,04/11/2026,175,31,-24,Expired
8502,HYD003,188,BATCH_8502,05/15/2026,55,102,10,Expiring Soon
8503,HYD005,119,BATCH_8503,10/11/2027,117,121,524,Valid
8504,HYD004,66,BATCH_8504,09/21/2026,117,5,139,Valid
8505,HYD002,104,BATCH_8505,11/27/2027,105,196,571,Valid
8506,HYD003,103,BATCH_8506,10/23/2026,0,173,171,Valid
8507,HYD004,97,BATCH_8507,02/24/2027,41,141,295,Valid
8508,HYD002,31,BATCH_8508,06/11/2027,175,166,402,Valid
8509,HYD005,33,BATCH_8509,05/28/2026,148,55,23,Expiring Soon
8510,HYD005,107,BATCH_8510,07/02/2027,123,143,423,Valid
8511,HYD003,196,BATCH_8511,04/07/2026,34,110,-28,Expired
8512,HYD003,182,BATCH_8512,07/01/2026,153,53,57,Valid
8513,HYD002,3,BATCH_8513,02/06/2027,184,200,277,Valid
8514,HYD003,165,BATCH_8514,07/06/2026,145,43,62,Valid
8515,HYD001,103,BATCH_8515,08/24/2026,168,102,111,Valid
8516,HYD001,70,BATCH_8516,06/21/2026,59,25,47,Valid
8517,HYD002,52,BATCH_8517,03/14/2026,167,68,-52,Expired
8518,HYD002,88,BATCH_8518,11/26/2027,186,71,570,Valid
8519,HYD005,144,BATCH_8519,03/27/2028,28,134,692,Valid
8520,HYD003,111,BATCH_8520,04/09/2027,25,40,339,Valid
8521,HYD003,47,BATCH_8521,03/07/2028,7,100,672,Valid
8522,HYD002,120,BATCH_8522,04/05/2026,121,194,-30,Expired
8523,HYD001,79,BATCH_8523,06/06/2027,96,65,397,Valid
8524,HYD005,25,BATCH_8524,09/19/2026,176,106,137,Valid
8525,HYD003,149,BATCH_8525,10/25/2026,92,189,173,Valid
8526,HYD005,161,BATCH_8526,03/17/2026,146,67,-49,Expired
8527,HYD002,19,BATCH_8527,03/26/2027,127,147,325,Valid
8528,HYD002,27,BATCH_8528,05/03/2027,195,105,363,Valid
8529,HYD002,177,BATCH_8529,12/30/2026,86,148,239,Valid
8530,HYD004,46,BATCH_8530,03/27/2026,102,119,-39,Expired
8531,HYD004,134,BATCH_8531,06/01/2026,121,125,27,Expiring Soon
8532,HYD003,146,BATCH_8532,02/07/2027,92,144,278,Valid
8533,HYD004,19,BATCH_8533,05/06/2027,198,80,366,Valid
8534,HYD001,125,BATCH_8534,11/28/2026,152,19,207,Valid
8535,HYD005,89,BATCH_8535,07/24/2026,198,143,80,Valid
8536,HYD001,141,BATCH_8536,06/05/2026,45,111,31,Valid
8537,HYD004,34,BATCH_8537,12/04/2026,51,156,213,Valid
8538,HYD005,4,BATCH_8538,02/15/2028,103,30,651,Valid
8539,HYD003,8,BATCH_8539,06/16/2026,24,20,42,Valid
8540,HYD001,58,BATCH_8540,06/09/2026,85,79,35,Valid
8541,HYD005,1,BATCH_8541,01/24/2027,72,47,264,Valid
8542,HYD002,106,BATCH_8542,05/27/2026,127,159,22,Expiring Soon
8543,HYD002,195,BATCH_8543,02/11/2027,66,150,282,Valid
8544,HYD005,4,BATCH_8544,04/10/2028,0,186,706,Valid
8545,HYD005,101,BATCH_8545,09/02/2027,98,199,485,Valid
8546,HYD003,118,BATCH_8546,05/04/2028,79,161,730,Valid
8547,HYD005,147,BATCH_8547,11/09/2027,87,124,553,Valid
8548,HYD002,136,BATCH_8548,01/22/2028,97,117,627,Valid
8549,HYD005,147,BATCH_8549,11/14/2026,118,171,193,Valid
8550,HYD002,100,BATCH_8550,02/17/2027,46,10,288,Valid
8551,HYD005,173,BATCH_8551,04/12/2026,30,12,-23,Expired
8552,HYD002,195,BATCH_8552,06/23/2026,117,47,49,Valid
8553,HYD004,79,BATCH_8553,08/28/2027,172,45,480,Valid
8554,HYD001,94,BATCH_8554,02/15/2026,99,146,-79,Expired
8555,HYD005,113,BATCH_8555,05/02/2027,68,93,362,Valid
8556,HYD005,121,BATCH_8556,11/30/2026,170,193,209,Valid
8557,HYD003,93,BATCH_8557,12/05/2027,158,51,579,Valid
8558,HYD002,197,BATCH_8558,04/07/2027,119,2,337,Valid
8559,HYD001,30,BATCH_8559,10/26/2027,78,174,539,Valid
8560,HYD005,25,BATCH_8560,02/06/2028,173,128,642,Valid
8561,HYD002,161,BATCH_8561,02/19/2028,186,106,655,Valid
8562,HYD001,151,BATCH_8562,12/29/2027,130,88,603,Valid
8563,HYD004,131,BATCH_8563,09/11/2026,193,17,129,Valid
8564,HYD001,194,BATCH_8564,05/01/2026,87,173,-4,Expired
8565,HYD005,122,BATCH_8565,09/14/2026,88,129,132,Valid
8566,HYD004,123,BATCH_8566,08/24/2026,54,179,111,Valid
8567,HYD002,106,BATCH_8567,03/08/2027,69,128,307,Valid
8568,HYD001,44,BATCH_8568,12/01/2026,51,39,210,Valid
8569,HYD004,102,BATCH_8569,12/18/2027,168,109,592,Valid
8570,HYD003,153,BATCH_8570,03/10/2026,67,189,-56,Expired
8571,HYD003,133,BATCH_8571,08/23/2027,167,190,475,Valid
8572,HYD004,99,BATCH_8572,11/24/2026,149,163,203,Valid
8573,HYD003,114,BATCH_8573,01/23/2028,89,91,628,Valid
8574,HYD002,71,BATCH_8574,07/21/2026,64,82,77,Valid
8575,HYD001,184,BATCH_8575,08/23/2026,64,7,110,Valid
8576,HYD003,62,BATCH_8576,12/26/2026,126,44,235,Valid
8577,HYD005,166,BATCH_8577,10/05/2026,143,186,153,Valid
8578,HYD003,174,BATCH_8578,08/21/2026,156,102,108,Valid
8579,HYD003,59,BATCH_8579,03/01/2026,85,7,-65,Expired
8580,HYD002,113,BATCH_8580,03/04/2027,71,142,303,Valid
8581,HYD001,198,BATCH_8581,01/19/2028,134,2,624,Valid
8582,HYD003,59,BATCH_8582,03/08/2028,55,51,673,Valid
8583,HYD005,96,BATCH_8583,12/11/2026,148,49,220,Valid
8584,HYD002,185,BATCH_8584,05/12/2027,63,105,372,Valid
8585,HYD005,98,BATCH_8585,08/10/2027,189,135,462,Valid
8586,HYD001,179,BATCH_8586,07/14/2026,199,8,70,Valid
8587,HYD004,57,BATCH_8587,05/09/2026,53,15,4,Expiring Soon
8588,HYD003,23,BATCH_8588,06/28/2026,0,185,54,Valid
8589,HYD004,56,BATCH_8589,05/04/2028,180,66,730,Valid
8590,HYD001,81,BATCH_8590,10/19/2026,11,189,167,Valid
8591,HYD002,105,BATCH_8591,11/16/2027,132,59,560,Valid
8592,HYD005,116,BATCH_8592,10/26/2026,52,52,174,Valid
8593,HYD003,102,BATCH_8593,06/28/2027,71,166,419,Valid
8594,HYD004,69,BATCH_8594,12/24/2027,110,191,598,Valid
8595,HYD001,64,BATCH_8595,08/01/2026,34,125,88,Valid
8596,HYD002,147,BATCH_8596,12/08/2026,67,29,217,Valid
8597,HYD003,153,BATCH_8597,01/15/2028,200,14,620,Valid
8598,HYD005,73,BATCH_8598,11/10/2026,13,23,189,Valid
8599,HYD001,46,BATCH_8599,03/12/2027,111,12,311,Valid
8600,HYD004,137,BATCH_8600,11/16/2026,174,153,195,Valid
8601,HYD003,30,BATCH_8601,07/31/2026,76,133,87,Valid
8602,HYD003,152,BATCH_8602,06/04/2026,121,145,30,Expiring Soon
8603,HYD004,52,BATCH_8603,09/07/2027,50,61,490,Valid
8604,HYD001,110,BATCH_8604,03/16/2027,67,65,315,Valid
8605,HYD002,83,BATCH_8605,01/12/2027,167,96,252,Valid
8606,HYD003,181,BATCH_8606,06/15/2026,135,152,41,Valid
8607,HYD002,88,BATCH_8607,04/06/2026,88,172,-29,Expired
8608,HYD002,105,BATCH_8608,07/28/2026,47,195,84,Valid
8609,HYD004,8,BATCH_8609,05/21/2026,135,121,16,Expiring Soon
8610,HYD003,111,BATCH_8610,07/26/2027,15,124,447,Valid
8611,HYD001,163,BATCH_8611,05/30/2026,40,154,25,Expiring Soon
8612,HYD002,62,BATCH_8612,12/01/2026,24,56,210,Valid
8613,HYD005,29,BATCH_8613,04/15/2027,48,126,345,Valid
8614,HYD004,65,BATCH_8614,12/04/2026,153,166,213,Valid
8615,HYD005,134,BATCH_8615,08/20/2026,172,27,107,Valid
8616,HYD002,64,BATCH_8616,12/27/2027,105,129,601,Valid
8617,HYD004,3,BATCH_8617,11/29/2026,177,130,208,Valid
8618,HYD001,126,BATCH_8618,04/10/2026,194,12,-25,Expired
8619,HYD004,165,BATCH_8619,04/06/2026,30,8,-29,Expired
8620,HYD004,69,BATCH_8620,06/16/2026,126,10,42,Valid
8621,HYD004,136,BATCH_8621,09/14/2026,194,138,132,Valid
8622,HYD003,113,BATCH_8622,09/14/2026,187,69,132,Valid
