SupplierID,Supplier_Name,QualityRating,LeadTimeDays
7689,Aurobindo Pharma Dist,3.66,7
7690,Mankind Pharma Medical Supplies,3.59,6
7691,Zydus Wholesale,4.23,9
7692,Dr Reddy's Supply Chain,3.92,4
7693,Abbott India Medical Supplies,4.43,9
7694,Novartis India Supply Chain,4.65,1
7695,Pfizer India Supply Chain,4.53,3
7696,Cipla Wholesale,4.05,5
7697,Dr Reddy's Supply Chain,3.92,4
7698,Cadila Health Wholesale,3.4,7
7699,Aurobindo Wholesale,4.17,7
7700,Aurobindo Wholesale,4.17,7
7701,Torrent Pharma Pharma Dist,4.96,5
7702,Glenmark Distribution,2.82,10
7703,Novartis India Wholesale,4.38,4
7704,Cadila Health Wholesale,3.4,7
7705,Novartis India Pharma Dist,4.64,4
7706,Novartis India Pharma Dist,4.64,4
7707,Piramal Supply Chain,4.03,6
7708,Glenmark Pharma Dist,3.25,11
7709,Piramal Pharma Dist,4.27,4
7710,IPCA Labs Medical Supplies,3.03,13
7711,Zydus Supply Chain,4.37,7
7712,MedPlus Supply Pharma Dist,2.55,9
7713,Cadila Health Pharma Dist,3.37,11
7714,Aurobindo Pharma Dist,3.66,7
7715,Apollo Pharma Pharma Dist,3.0,16
7716,IPCA Labs Distribution,2.96,15
7717,Glenmark Distribution,2.82,10
7718,IPCA Labs Supply Chain,2.5,13
7719,Aurobindo Distribution,3.35,6
7720,IPCA Labs Wholesale,2.59,10
7721,Zydus Pharma Dist,3.8,7
7722,Dr Reddy's Medical Supplies,3.75,6
7723,MedPlus Supply Pharma Dist,2.55,9
7724,Dr Reddy's Medical Supplies,3.75,6
7725,Sun Pharma Medical Supplies,4.48,4
7726,Pfizer India Pharma Dist,4.74,4
7727,Wockhardt Pharma Dist,2.84,16
7728,Aurobindo Wholesale,4.17,7
7729,Aurobindo Distribution,3.35,6
7730,Cipla Medical Supplies,4.07,2
7731,Dr Reddy's Supply Chain,3.92,4
7732,Sun Pharma Wholesale,4.99,4
7733,Pfizer India Medical Supplies,4.59,1
7734,Lupin Pharma Dist,4.31,3
7735,Piramal Medical Supplies,3.9,7
7736,MedPlus Supply Distribution,3.29,11
7737,Mankind Pharma Medical Supplies,3.59,6
7738,Abbott India Supply Chain,4.48,4
7739,Piramal Distribution,4.26,6
7740,Novartis India Pharma Dist,4.64,4
7741,MedPlus Supply Distribution,3.29,11
7742,Cadila Health Supply Chain,3.33,8
7743,Cipla Wholesale,4.05,5
7744,Biocon Distribution,4.6,3
7745,Aurobindo Pharma Dist,3.66,7
7746,Lupin Pharma Dist,4.31,3
7747,Zydus Pharma Dist,3.8,7
7748,Apollo Pharma Medical Supplies,2.89,12
7749,Biocon Pharma Dist,4.55,9
7750,Novartis India Pharma Dist,4.64,4
7751,Piramal Pharma Dist,4.27,4
7752,Sun Pharma Wholesale,4.99,4
7753,Pfizer India Pharma Dist,4.74,4
7754,Zydus Distribution,3.95,9
7755,Zydus Medical Supplies,3.87,10
7756,Alkem Labs Medical Supplies,2.5,17
7757,Piramal Wholesale,4.67,6
7758,Torrent Pharma Pharma Dist,4.96,5
7759,Zydus Supply Chain,4.37,7
7760,Piramal Medical Supplies,3.9,7
7761,Piramal Distribution,4.26,6
7762,Cadila Health Wholesale,3.4,7
7763,Novartis India Pharma Dist,4.64,4
7764,Sun Pharma Distribution,4.72,2
7765,MedPlus Supply Wholesale,3.22,7
7766,Novartis India Distribution,4.49,5
7767,Abbott India Medical Supplies,4.43,9
7768,Lupin Supply Chain,4.1,3
7769,Pfizer India Distribution,4.96,1
7770,Abbott India Pharma Dist,4.57,5
7771,Apollo Pharma Medical Supplies,2.89,12
7772,Alkem Labs Distribution,2.52,19
7773,Zydus Supply Chain,4.37,7
7774,MedPlus Supply Wholesale,3.22,7
7775,Abbott India Medical Supplies,4.43,9
7776,Alkem Labs Wholesale,2.57,18
7777,Biocon Supply Chain,4.75,2
7778,MedPlus Supply Pharma Dist,2.55,9
7779,Mankind Pharma Pharma Dist,3.13,8
7780,Mankind Pharma Supply Chain,3.47,9
7781,Sun Pharma Wholesale,4.99,4
7782,Alkem Labs Wholesale,2.57,18
7783,Glenmark Wholesale,3.29,8
7784,IPCA Labs Pharma Dist,2.96,14
7785,Cadila Health Pharma Dist,3.37,11
7786,IPCA Labs Distribution,2.96,15
7787,Abbott India Supply Chain,4.48,4
7788,Sun Pharma Supply Chain,4.76,6
7789,Alkem Labs Wholesale,2.57,18
7790,Abbott India Pharma Dist,4.57,5
7791,Pfizer India Medical Supplies,4.59,1
7792,Apollo Pharma Distribution,2.68,13
7793,MedPlus Supply Medical Supplies,3.22,4
7794,Alkem Labs Pharma Dist,2.4,15
7795,Aurobindo Distribution,3.35,6
7796,Zydus Pharma Dist,3.8,7
7797,Novartis India Pharma Dist,4.64,4
7798,Aurobindo Medical Supplies,3.76,6
7799,Abbott India Pharma Dist,4.57,5
7800,Alkem Labs Wholesale,2.57,18
7801,Abbott India Medical Supplies,4.43,9
7802,Piramal Medical Supplies,3.9,7
7803,Glenmark Supply Chain,3.32,15
7804,Piramal Supply Chain,4.03,6
7805,Dr Reddy's Medical Supplies,3.75,6
7806,Torrent Pharma Supply Chain,4.53,5
7807,Cadila Health Pharma Dist,3.37,11
7808,Piramal Medical Supplies,3.9,7
7809,Biocon Wholesale,4.15,3
7810,Pfizer India Wholesale,4.92,2
7811,Torrent Pharma Medical Supplies,4.78,5
7812,MedPlus Supply Distribution,3.29,11
7813,Cadila Health Supply Chain,3.33,8
7814,Abbott India Distribution,4.28,2
7815,Abbott India Distribution,4.28,2
7816,Alkem Labs Wholesale,2.57,18
7817,Piramal Distribution,4.26,6
7818,Aurobindo Medical Supplies,3.76,6
7819,Wockhardt Medical Supplies,2.54,14
7820,Glenmark Distribution,2.82,10
7821,Cadila Health Pharma Dist,3.37,11
7822,Pfizer India Medical Supplies,4.59,1
7823,Zydus Wholesale,4.23,9
7824,Apollo Pharma Distribution,2.68,13
7825,Glenmark Pharma Dist,3.25,11
7826,Abbott India Supply Chain,4.48,4
7827,Aurobindo Pharma Dist,3.66,7
7828,Wockhardt Wholesale,2.81,19
7829,Piramal Wholesale,4.67,6
7830,Mankind Pharma Pharma Dist,3.13,8
7831,Torrent Pharma Pharma Dist,4.96,5
7832,Lupin Distribution,3.95,9
7833,MedPlus Supply Supply Chain,3.19,11
7834,Mankind Pharma Distribution,3.68,10
7835,Piramal Wholesale,4.67,6
7836,Lupin Supply Chain,4.1,3
7837,MedPlus Supply Supply Chain,3.19,11
7838,Piramal Supply Chain,4.03,6
7839,Lupin Wholesale,4.15,2
7840,Torrent Pharma Medical Supplies,4.78,5
7841,Zydus Medical Supplies,3.87,10
7842,Lupin Pharma Dist,4.31,3
7843,Piramal Pharma Dist,4.27,4
7844,Biocon Supply Chain,4.75,2
7845,MedPlus Supply Distribution,3.29,11
7846,Novartis India Medical Supplies,4.61,1
7847,Wockhardt Wholesale,2.81,19
7848,Aurobindo Supply Chain,3.61,5
7849,Lupin Wholesale,4.15,2
7850,Zydus Wholesale,4.23,9
7851,Cipla Supply Chain,4.36,1
7852,Zydus Wholesale,4.23,9
7853,Cadila Health Pharma Dist,3.37,11
7854,Apollo Pharma Wholesale,2.78,16
7855,Cadila Health Distribution,3.21,8
7856,Cadila Health Wholesale,3.4,7
7857,Aurobindo Medical Supplies,3.76,6
7858,Cipla Medical Supplies,4.07,2
7859,Novartis India Distribution,4.49,5
7860,Zydus Supply Chain,4.37,7
7861,Zydus Distribution,3.95,9
7862,Piramal Supply Chain,4.03,6
7863,Cadila Health Wholesale,3.4,7
7864,Cipla Medical Supplies,4.07,2
7865,Cipla Medical Supplies,4.07,2
7866,Pfizer India Distribution,4.96,1
7867,Glenmark Medical Supplies,3.59,12
7868,Aurobindo Distribution,3.35,6
7869,Mankind Pharma Distribution,3.68,10
7870,Cipla Pharma Dist,3.87,3
7871,Biocon Medical Supplies,4.42,3
7872,Pfizer India Supply Chain,4.53,3
7873,Piramal Pharma Dist,4.27,4
7874,Wockhardt Medical Supplies,2.54,14
7875,Torrent Pharma Medical Supplies,4.78,5
7876,Wockhardt Medical Supplies,2.54,14
7877,Alkem Labs Wholesale,2.57,18
7878,Cipla Wholesale,4.05,5
7879,Lupin Supply Chain,4.1,3
7880,Cadila Health Wholesale,3.4,7
7881,Glenmark Pharma Dist,3.25,11
7882,Glenmark Supply Chain,3.32,15
7883,Biocon Supply Chain,4.75,2
7884,Pfizer India Medical Supplies,4.59,1
7885,Aurobindo Supply Chain,3.61,5
7886,Biocon Distribution,4.6,3
7887,MedPlus Supply Medical Supplies,3.22,4
7888,MedPlus Supply Pharma Dist,2.55,9
7889,Zydus Pharma Dist,3.8,7
7890,Biocon Pharma Dist,4.55,9
7891,Lupin Wholesale,4.15,2
7892,Novartis India Medical Supplies,4.61,1
7893,Alkem Labs Medical Supplies,2.5,17
7894,Apollo Pharma Pharma Dist,3.0,16
7895,Dr Reddy's Pharma Dist,3.76,7
7896,Piramal Pharma Dist,4.27,4
7897,Novartis India Supply Chain,4.65,1
7898,Biocon Supply Chain,4.75,2
7899,Pfizer India Pharma Dist,4.74,4
7900,Zydus Pharma Dist,3.8,7
7901,Alkem Labs Wholesale,2.57,18
7902,MedPlus Supply Distribution,3.29,11
7903,Cipla Medical Supplies,4.07,2
7904,Pfizer India Medical Supplies,4.59,1
7905,Cipla Distribution,4.18,4
7906,Glenmark Supply Chain,3.32,15
7907,Sun Pharma Distribution,4.72,2
7908,IPCA Labs Distribution,2.96,15
7909,Glenmark Pharma Dist,3.25,11
7910,Pfizer India Distribution,4.96,1
7911,Mankind Pharma Distribution,3.68,10
7912,Pfizer India Supply Chain,4.53,3
7913,Piramal Medical Supplies,3.9,7
7914,Glenmark Distribution,2.82,10
7915,Abbott India Supply Chain,4.48,4
7916,Lupin Medical Supplies,3.77,6
7917,Aurobindo Wholesale,4.17,7
7918,Mankind Pharma Medical Supplies,3.59,6
7919,Torrent Pharma Pharma Dist,4.96,5
7920,Sun Pharma Medical Supplies,4.48,4
7921,Mankind Pharma Distribution,3.68,10
7922,Lupin Pharma Dist,4.31,3
7923,Alkem Labs Supply Chain,2.32,17
7924,Cadila Health Medical Supplies,3.8,5
7925,Glenmark Supply Chain,3.32,15
7926,Pfizer India Pharma Dist,4.74,4
7927,Lupin Wholesale,4.15,2
7928,Novartis India Supply Chain,4.65,1
7929,Biocon Medical Supplies,4.42,3
7930,Sun Pharma Pharma Dist,4.54,2
7931,Zydus Supply Chain,4.37,7
7932,Mankind Pharma Distribution,3.68,10
7933,Novartis India Wholesale,4.38,4
7934,MedPlus Supply Medical Supplies,3.22,4
7935,Cadila Health Supply Chain,3.33,8
7936,Mankind Pharma Medical Supplies,3.59,6
7937,Aurobindo Medical Supplies,3.76,6
7938,Wockhardt Wholesale,2.81,19
7939,Aurobindo Supply Chain,3.61,5
7940,Zydus Wholesale,4.23,9
7941,Novartis India Pharma Dist,4.64,4
7942,Wockhardt Medical Supplies,2.54,14
7943,Glenmark Distribution,2.82,10
7944,Aurobindo Medical Supplies,3.76,6
7945,Abbott India Supply Chain,4.48,4
7946,Cadila Health Medical Supplies,3.8,5
7947,Piramal Supply Chain,4.03,6
7948,Abbott India Supply Chain,4.48,4
7949,IPCA Labs Pharma Dist,2.96,14
7950,Wockhardt Distribution,2.36,17
7951,Cadila Health Distribution,3.21,8
7952,Lupin Wholesale,4.15,2
7953,Wockhardt Pharma Dist,2.84,16
7954,Cipla Supply Chain,4.36,1
7955,Biocon Pharma Dist,4.55,9
7956,Zydus Supply Chain,4.37,7
7957,Zydus Supply Chain,4.37,7
7958,Glenmark Wholesale,3.29,8
7959,Lupin Medical Supplies,3.77,6
7960,IPCA Labs Pharma Dist,2.96,14
7961,Lupin Supply Chain,4.1,3
7962,Torrent Pharma Supply Chain,4.53,5
7963,Alkem Labs Supply Chain,2.32,17
7964,Sun Pharma Supply Chain,4.76,6
7965,Biocon Pharma Dist,4.55,9
7966,Biocon Supply Chain,4.75,2
7967,Novartis India Medical Supplies,4.61,1
7968,Lupin Wholesale,4.15,2
7969,Lupin Supply Chain,4.1,3
7970,Cadila Health Wholesale,3.4,7
7971,MedPlus Supply Wholesale,3.22,7
7972,Wockhardt Supply Chain,2.89,14
7973,IPCA Labs Distribution,2.96,15
7974,Wockhardt Distribution,2.36,17
7975,MedPlus Supply Wholesale,3.22,7
7976,MedPlus Supply Distribution,3.29,11
7977,MedPlus Supply Medical Supplies,3.22,4
7978,Zydus Medical Supplies,3.87,10
7979,Sun Pharma Wholesale,4.99,4
7980,Mankind Pharma Medical Supplies,3.59,6
7981,Cadila Health Wholesale,3.4,7
7982,Torrent Pharma Medical Supplies,4.78,5
7983,Piramal Distribution,4.26,6
7984,Cadila Health Pharma Dist,3.37,11
7985,Abbott India Pharma Dist,4.57,5
7986,Torrent Pharma Wholesale,4.49,3
7987,IPCA Labs Pharma Dist,2.96,14
7988,Cadila Health Pharma Dist,3.37,11
7989,Aurobindo Distribution,3.35,6
7990,Mankind Pharma Wholesale,3.38,12
7991,Dr Reddy's Wholesale,3.61,7
7992,Cadila Health Wholesale,3.4,7
7993,Lupin Pharma Dist,4.31,3
7994,Zydus Supply Chain,4.37,7
7995,Glenmark Supply Chain,3.32,15
7996,Wockhardt Pharma Dist,2.84,16
7997,Dr Reddy's Supply Chain,3.92,4
7998,Wockhardt Supply Chain,2.89,14
7999,Lupin Supply Chain,4.1,3
8000,Torrent Pharma Medical Supplies,4.78,5
8001,Abbott India Pharma Dist,4.57,5
8002,IPCA Labs Medical Supplies,3.03,13
8003,Novartis India Wholesale,4.38,4
8004,Mankind Pharma Pharma Dist,3.13,8
8005,Wockhardt Distribution,2.36,17
8006,Sun Pharma Distribution,4.72,2
8007,Piramal Wholesale,4.67,6
8008,Apollo Pharma Supply Chain,2.52,11
8009,Cipla Wholesale,4.05,5
8010,Dr Reddy's Medical Supplies,3.75,6
8011,Torrent Pharma Pharma Dist,4.96,5
8012,Mankind Pharma Wholesale,3.38,12
8013,Glenmark Medical Supplies,3.59,12
8014,Apollo Pharma Medical Supplies,2.89,12
8015,Abbott India Distribution,4.28,2
8016,Torrent Pharma Supply Chain,4.53,5
8017,Wockhardt Pharma Dist,2.84,16
8018,Piramal Distribution,4.26,6
8019,Lupin Medical Supplies,3.77,6
8020,Biocon Medical Supplies,4.42,3
8021,Wockhardt Medical Supplies,2.54,14
8022,Alkem Labs Wholesale,2.57,18
8023,Sun Pharma Distribution,4.72,2
8024,Cipla Medical Supplies,4.07,2
8025,Alkem Labs Supply Chain,2.32,17
8026,Glenmark Wholesale,3.29,8
8027,Novartis India Distribution,4.49,5
8028,Biocon Supply Chain,4.75,2
8029,Abbott India Distribution,4.28,2
8030,Lupin Pharma Dist,4.31,3
8031,Alkem Labs Distribution,2.52,19
8032,Apollo Pharma Supply Chain,2.52,11
8033,Torrent Pharma Supply Chain,4.53,5
8034,Pfizer India Supply Chain,4.53,3
8035,Lupin Pharma Dist,4.31,3
8036,MedPlus Supply Wholesale,3.22,7
8037,Alkem Labs Wholesale,2.57,18
8038,Pfizer India Pharma Dist,4.74,4
8039,Wockhardt Supply Chain,2.89,14
8040,Zydus Wholesale,4.23,9
8041,IPCA Labs Supply Chain,2.5,13
8042,Aurobindo Wholesale,4.17,7
8043,Pfizer India Medical Supplies,4.59,1
8044,Apollo Pharma Wholesale,2.78,16
8045,IPCA Labs Distribution,2.96,15
8046,MedPlus Supply Distribution,3.29,11
8047,Lupin Pharma Dist,4.31,3
8048,MedPlus Supply Pharma Dist,2.55,9
8049,Glenmark Wholesale,3.29,8
8050,Cipla Wholesale,4.05,5
8051,IPCA Labs Pharma Dist,2.96,14
8052,IPCA Labs Supply Chain,2.5,13
8053,Aurobindo Distribution,3.35,6
8054,Apollo Pharma Medical Supplies,2.89,12
8055,Wockhardt Supply Chain,2.89,14
8056,Sun Pharma Medical Supplies,4.48,4
8057,Dr Reddy's Wholesale,3.61,7
8058,Pfizer India Supply Chain,4.53,3
8059,Torrent Pharma Medical Supplies,4.78,5
8060,Sun Pharma Wholesale,4.99,4
8061,MedPlus Supply Wholesale,3.22,7
8062,Wockhardt Wholesale,2.81,19
8063,Biocon Wholesale,4.15,3
8064,Mankind Pharma Medical Supplies,3.59,6
8065,Torrent Pharma Pharma Dist,4.96,5
8066,Piramal Distribution,4.26,6
8067,Cadila Health Distribution,3.21,8
8068,Piramal Pharma Dist,4.27,4
8069,Mankind Pharma Supply Chain,3.47,9
8070,Apollo Pharma Distribution,2.68,13
8071,Mankind Pharma Pharma Dist,3.13,8
8072,Alkem Labs Pharma Dist,2.4,15
8073,Lupin Medical Supplies,3.77,6
8074,MedPlus Supply Pharma Dist,2.55,9
8075,Aurobindo Medical Supplies,3.76,6
8076,Cadila Health Pharma Dist,3.37,11
8077,Piramal Wholesale,4.67,6
8078,Abbott India Pharma Dist,4.57,5
8079,Abbott India Wholesale,4.5,6
8080,Sun Pharma Distribution,4.72,2
8081,Cipla Supply Chain,4.36,1
8082,Glenmark Supply Chain,3.32,15
8083,Pfizer India Medical Supplies,4.59,1
8084,Dr Reddy's Supply Chain,3.92,4
8085,Sun Pharma Medical Supplies,4.48,4
8086,Alkem Labs Medical Supplies,2.5,17
8087,Zydus Supply Chain,4.37,7
8088,Dr Reddy's Supply Chain,3.92,4
8089,Lupin Pharma Dist,4.31,3
8090,Cadila Health Distribution,3.21,8
8091,IPCA Labs Wholesale,2.59,10
8092,Piramal Wholesale,4.67,6
8093,Pfizer India Wholesale,4.92,2
8094,Lupin Supply Chain,4.1,3
8095,Cadila Health Pharma Dist,3.37,11
8096,IPCA Labs Distribution,2.96,15
8097,Biocon Supply Chain,4.75,2
8098,Zydus Distribution,3.95,9
8099,Pfizer India Medical Supplies,4.59,1
8100,Apollo Pharma Wholesale,2.78,16
8101,Cadila Health Medical Supplies,3.8,5
8102,Zydus Medical Supplies,3.87,10
8103,Glenmark Pharma Dist,3.25,11
8104,Aurobindo Distribution,3.35,6
8105,Apollo Pharma Wholesale,2.78,16
8106,Zydus Wholesale,4.23,9
8107,Dr Reddy's Medical Supplies,3.75,6
8108,Piramal Pharma Dist,4.27,4
8109,Cadila Health Medical Supplies,3.8,5
8110,Alkem Labs Medical Supplies,2.5,17
8111,Apollo Pharma Supply Chain,2.52,11
8112,Cadila Health Supply Chain,3.33,8
8113,Sun Pharma Pharma Dist,4.54,2
8114,Abbott India Distribution,4.28,2
8115,Abbott India Distribution,4.28,2
8116,IPCA Labs Wholesale,2.59,10
8117,Aurobindo Distribution,3.35,6
8118,Cadila Health Supply Chain,3.33,8
8119,Piramal Distribution,4.26,6
8120,Pfizer India Pharma Dist,4.74,4
8121,Alkem Labs Pharma Dist,2.4,15
8122,Lupin Supply Chain,4.1,3
8123,Cipla Supply Chain,4.36,1
8124,Dr Reddy's Pharma Dist,3.76,7
8125,Cadila Health Distribution,3.21,8
8126,Sun Pharma Wholesale,4.99,4
8127,Cipla Medical Supplies,4.07,2
8128,Abbott India Pharma Dist,4.57,5
8129,Lupin Supply Chain,4.1,3
8130,Aurobindo Supply Chain,3.61,5
8131,Cipla Distribution,4.18,4
8132,Wockhardt Pharma Dist,2.84,16
8133,Cadila Health Wholesale,3.4,7
8134,Novartis India Distribution,4.49,5
8135,IPCA Labs Wholesale,2.59,10
8136,Cipla Wholesale,4.05,5
8137,Pfizer India Distribution,4.96,1
8138,Piramal Supply Chain,4.03,6
8139,Wockhardt Pharma Dist,2.84,16
8140,Mankind Pharma Distribution,3.68,10
8141,Mankind Pharma Wholesale,3.38,12
8142,Sun Pharma Wholesale,4.99,4
8143,Mankind Pharma Wholesale,3.38,12
8144,Glenmark Wholesale,3.29,8
8145,Novartis India Wholesale,4.38,4
8146,Sun Pharma Pharma Dist,4.54,2
8147,Cadila Health Pharma Dist,3.37,11
8148,MedPlus Supply Medical Supplies,3.22,4
8149,Alkem Labs Pharma Dist,2.4,15
8150,Aurobindo Wholesale,4.17,7
8151,Apollo Pharma Medical Supplies,2.89,12
8152,Pfizer India Medical Supplies,4.59,1
8153,Glenmark Distribution,2.82,10
8154,Abbott India Wholesale,4.5,6
8155,MedPlus Supply Medical Supplies,3.22,4
8156,Piramal Supply Chain,4.03,6
8157,Cadila Health Pharma Dist,3.37,11
8158,Alkem Labs Distribution,2.52,19
8159,Piramal Pharma Dist,4.27,4
8160,Dr Reddy's Pharma Dist,3.76,7
8161,Torrent Pharma Supply Chain,4.53,5
8162,Cipla Distribution,4.18,4
8163,Lupin Supply Chain,4.1,3
8164,MedPlus Supply Distribution,3.29,11
8165,Novartis India Wholesale,4.38,4
8166,Wockhardt Distribution,2.36,17
8167,Sun Pharma Supply Chain,4.76,6
8168,Piramal Supply Chain,4.03,6
8169,Aurobindo Supply Chain,3.61,5
8170,Cadila Health Distribution,3.21,8
8171,Aurobindo Supply Chain,3.61,5
8172,Pfizer India Supply Chain,4.53,3
8173,Zydus Pharma Dist,3.8,7
8174,Abbott India Medical Supplies,4.43,9
8175,Mankind Pharma Supply Chain,3.47,9
8176,Aurobindo Medical Supplies,3.76,6
8177,Cadila Health Supply Chain,3.33,8
8178,Novartis India Wholesale,4.38,4
8179,Glenmark Medical Supplies,3.59,12
8180,Glenmark Pharma Dist,3.25,11
8181,Dr Reddy's Supply Chain,3.92,4
8182,Abbott India Pharma Dist,4.57,5
8183,Cadila Health Wholesale,3.4,7
8184,Wockhardt Wholesale,2.81,19
8185,MedPlus Supply Wholesale,3.22,7
8186,Dr Reddy's Pharma Dist,3.76,7
8187,Zydus Distribution,3.95,9
8188,Glenmark Supply Chain,3.32,15
8189,Aurobindo Pharma Dist,3.66,7
8190,Dr Reddy's Supply Chain,3.92,4
8191,Dr Reddy's Pharma Dist,3.76,7
8192,IPCA Labs Wholesale,2.59,10
8193,Novartis India Supply Chain,4.65,1
8194,Glenmark Supply Chain,3.32,15
8195,MedPlus Supply Medical Supplies,3.22,4
8196,Piramal Medical Supplies,3.9,7
8197,Zydus Medical Supplies,3.87,10
8198,Apollo Pharma Medical Supplies,2.89,12
8199,Sun Pharma Pharma Dist,4.54,2
8200,Sun Pharma Medical Supplies,4.48,4
8201,Abbott India Medical Supplies,4.43,9
8202,Dr Reddy's Distribution,4.27,6
8203,IPCA Labs Distribution,2.96,15
8204,Glenmark Distribution,2.82,10
8205,Cipla Medical Supplies,4.07,2
8206,Apollo Pharma Wholesale,2.78,16
8207,Cadila Health Supply Chain,3.33,8
8208,IPCA Labs Supply Chain,2.5,13
8209,Apollo Pharma Distribution,2.68,13
8210,IPCA Labs Medical Supplies,3.03,13
8211,IPCA Labs Distribution,2.96,15
8212,Cadila Health Distribution,3.21,8
8213,Cadila Health Medical Supplies,3.8,5
8214,Zydus Distribution,3.95,9
8215,Biocon Pharma Dist,4.55,9
8216,Apollo Pharma Supply Chain,2.52,11
8217,Lupin Medical Supplies,3.77,6
8218,Glenmark Supply Chain,3.32,15
8219,Novartis India Pharma Dist,4.64,4
8220,Alkem Labs Medical Supplies,2.5,17
8221,Piramal Medical Supplies,3.9,7
8222,Mankind Pharma Medical Supplies,3.59,6
8223,Dr Reddy's Supply Chain,3.92,4
8224,IPCA Labs Distribution,2.96,15
8225,MedPlus Supply Wholesale,3.22,7
8226,Lupin Supply Chain,4.1,3
8227,Zydus Medical Supplies,3.87,10
8228,Dr Reddy's Distribution,4.27,6
8229,Cadila Health Medical Supplies,3.8,5
8230,Mankind Pharma Pharma Dist,3.13,8
8231,Pfizer India Distribution,4.96,1
8232,Cadila Health Medical Supplies,3.8,5
8233,MedPlus Supply Pharma Dist,2.55,9
8234,Sun Pharma Supply Chain,4.76,6
8235,Abbott India Distribution,4.28,2
8236,Wockhardt Wholesale,2.81,19
8237,Abbott India Wholesale,4.5,6
8238,Piramal Wholesale,4.67,6
8239,Pfizer India Pharma Dist,4.74,4
8240,IPCA Labs Supply Chain,2.5,13
8241,MedPlus Supply Supply Chain,3.19,11
8242,Alkem Labs Wholesale,2.57,18
8243,Aurobindo Supply Chain,3.61,5
8244,Apollo Pharma Pharma Dist,3.0,16
8245,Mankind Pharma Supply Chain,3.47,9
8246,Sun Pharma Medical Supplies,4.48,4
8247,Lupin Pharma Dist,4.31,3
8248,MedPlus Supply Pharma Dist,2.55,9
8249,MedPlus Supply Supply Chain,3.19,11
8250,Pfizer India Wholesale,4.92,2
8251,Pfizer India Medical Supplies,4.59,1
8252,Biocon Wholesale,4.15,3
8253,Cipla Medical Supplies,4.07,2
8254,Piramal Wholesale,4.67,6
8255,Zydus Supply Chain,4.37,7
8256,Alkem Labs Pharma Dist,2.4,15
8257,Zydus Wholesale,4.23,9
8258,Wockhardt Supply Chain,2.89,14
8259,Abbott India Supply Chain,4.48,4
8260,Novartis India Supply Chain,4.65,1
8261,Lupin Distribution,3.95,9
8262,Aurobindo Wholesale,4.17,7
8263,Apollo Pharma Medical Supplies,2.89,12
8264,Novartis India Pharma Dist,4.64,4
8265,Torrent Pharma Pharma Dist,4.96,5
8266,Sun Pharma Supply Chain,4.76,6
8267,Pfizer India Wholesale,4.92,2
8268,Dr Reddy's Pharma Dist,3.76,7
8269,Zydus Distribution,3.95,9
8270,Piramal Medical Supplies,3.9,7
8271,Glenmark Wholesale,3.29,8
8272,Cadila Health Wholesale,3.4,7
8273,Pfizer India Supply Chain,4.53,3
8274,Aurobindo Pharma Dist,3.66,7
8275,Zydus Medical Supplies,3.87,10
8276,Lupin Medical Supplies,3.77,6
8277,Mankind Pharma Wholesale,3.38,12
8278,Biocon Distribution,4.6,3
8279,Pfizer India Distribution,4.96,1
8280,Pfizer India Wholesale,4.92,2
8281,Glenmark Pharma Dist,3.25,11
8282,Torrent Pharma Supply Chain,4.53,5
8283,Torrent Pharma Distribution,4.78,3
8284,Cipla Supply Chain,4.36,1
8285,Zydus Supply Chain,4.37,7
8286,Alkem Labs Supply Chain,2.32,17
8287,Aurobindo Pharma Dist,3.66,7
8288,Glenmark Wholesale,3.29,8
8289,MedPlus Supply Pharma Dist,2.55,9
8290,Cadila Health Wholesale,3.4,7
8291,Abbott India Supply Chain,4.48,4
8292,Pfizer India Supply Chain,4.53,3
8293,Novartis India Pharma Dist,4.64,4
8294,Aurobindo Pharma Dist,3.66,7
8295,Dr Reddy's Medical Supplies,3.75,6
8296,Novartis India Distribution,4.49,5
8297,Torrent Pharma Distribution,4.78,3
8298,Alkem Labs Pharma Dist,2.4,15
8299,Pfizer India Medical Supplies,4.59,1
8300,Lupin Wholesale,4.15,2
8301,Cipla Wholesale,4.05,5
8302,Biocon Wholesale,4.15,3
8303,Pfizer India Pharma Dist,4.74,4
8304,Aurobindo Wholesale,4.17,7
8305,Aurobindo Distribution,3.35,6
8306,MedPlus Supply Wholesale,3.22,7
8307,Sun Pharma Wholesale,4.99,4
8308,Sun Pharma Pharma Dist,4.54,2
8309,Biocon Wholesale,4.15,3
8310,Torrent Pharma Wholesale,4.49,3
8311,Dr Reddy's Distribution,4.27,6
8312,Novartis India Supply Chain,4.65,1
8313,Glenmark Pharma Dist,3.25,11
8314,IPCA Labs Medical Supplies,3.03,13
8315,Torrent Pharma Supply Chain,4.53,5
8316,Novartis India Supply Chain,4.65,1
8317,Mankind Pharma Distribution,3.68,10
8318,MedPlus Supply Wholesale,3.22,7
8319,Pfizer India Medical Supplies,4.59,1
8320,Alkem Labs Distribution,2.52,19
8321,Cadila Health Distribution,3.21,8
8322,Pfizer India Distribution,4.96,1
8323,MedPlus Supply Distribution,3.29,11
8324,IPCA Labs Medical Supplies,3.03,13
8325,Wockhardt Supply Chain,2.89,14
8326,Biocon Medical Supplies,4.42,3
8327,Biocon Pharma Dist,4.55,9
8328,Novartis India Wholesale,4.38,4
8329,Apollo Pharma Medical Supplies,2.89,12
